#NBK_id	GR_shortname	OMIM
NBK1529	hd-l2	605268
NBK1529	hd-l2	606438
NBK1530	hpe-overview	139185
NBK1530	hpe-overview	142945
NBK1530	hpe-overview	142946
NBK1530	hpe-overview	157170
NBK1530	hpe-overview	165230
NBK1530	hpe-overview	187395
NBK1530	hpe-overview	236100
NBK1530	hpe-overview	600483
NBK1530	hpe-overview	600725
NBK1530	hpe-overview	601265
NBK1530	hpe-overview	601309
NBK1530	hpe-overview	602630
NBK1530	hpe-overview	603073
NBK1530	hpe-overview	603621
NBK1530	hpe-overview	603714
NBK1530	hpe-overview	605934
NBK1530	hpe-overview	606582
NBK1530	hpe-overview	607502
NBK1530	hpe-overview	608707
NBK1530	hpe-overview	609408
NBK1530	hpe-overview	609637
NBK1530	hpe-overview	610828
NBK1530	hpe-overview	610829
NBK1531	ws1	193500
NBK1531	ws1	606597
NBK1532	tcs	154500
NBK1532	tcs	248390
NBK1532	tcs	606847
NBK1532	tcs	610060
NBK1532	tcs	613715
NBK1532	tcs	613717
NBK1533	cyclic-n	130130
NBK1533	cyclic-n	162800
NBK1533	cyclic-n	202700
NBK1534	dmtn	601410
NBK1534	dmtn	603044
NBK1534	dmtn	606546
NBK1534	dmtn	612192
NBK1535	mlc	604004
NBK1535	mlc	605908
NBK1535	mlc	611642
NBK1535	mlc	613925
NBK1535	mlc	613926
NBK1536	dfna3	121011
NBK1536	dfna3	601544
NBK1536	dfna3	604418
NBK1536	dfna3	612643
NBK1537	peaf	600512
NBK1537	peaf	604619
NBK1538	men1	131100
NBK1538	men1	613733
NBK1539	cmt-4a	214400
NBK1539	cmt-4a	606598
NBK1543	focal-dh	300651
NBK1543	focal-dh	305600
NBK1544	cdp1-xlr	300180
NBK1544	cdp1-xlr	302950
NBK1547	gonad-dys-46xy	184757
NBK1547	gonad-dys-46xy	233420
NBK1547	gonad-dys-46xy	300473
NBK1547	gonad-dys-46xy	400044
NBK1547	gonad-dys-46xy	480000
NBK1547	gonad-dys-46xy	600982
NBK1547	gonad-dys-46xy	603490
NBK1547	gonad-dys-46xy	605423
NBK1547	gonad-dys-46xy	607080
NBK1547	gonad-dys-46xy	613762
NBK1548	paragangliomas	115310
NBK1548	paragangliomas	154950
NBK1548	paragangliomas	168000
NBK1548	paragangliomas	171300
NBK1548	paragangliomas	185470
NBK1548	paragangliomas	600857
NBK1548	paragangliomas	601650
NBK1548	paragangliomas	602413
NBK1548	paragangliomas	602690
NBK1548	paragangliomas	605373
NBK1548	paragangliomas	613019
NBK1548	paragangliomas	614165
NBK1673	folate-mal	229050
NBK1673	folate-mal	611672
NBK1674	dcm-lmna	115200
NBK1674	dcm-lmna	150330
NBK1675	inad	256600
NBK1675	inad	603604
NBK1675	inad	610217
NBK1676	fg	300188
NBK1676	fg	305450
NBK1676	fg	309520
NBK1727	celiac	146880
NBK1727	celiac	212750
NBK1727	celiac	604305
NBK1728	mota	248450
NBK1728	mota	608944
NBK1756	sds	260400
NBK1756	sds	607444
NBK1757	sca11	604432
NBK1757	sca11	611695
NBK1760	campo-dysp	114290
NBK1760	campo-dysp	608160
NBK1768	hyper-card	102540
NBK1768	hyper-card	102573
NBK1768	hyper-card	115195
NBK1768	hyper-card	115196
NBK1768	hyper-card	115197
NBK1768	hyper-card	160710
NBK1768	hyper-card	160760
NBK1768	hyper-card	160781
NBK1768	hyper-card	160790
NBK1768	hyper-card	172405
NBK1768	hyper-card	191010
NBK1768	hyper-card	191040
NBK1768	hyper-card	191044
NBK1768	hyper-card	191045
NBK1768	hyper-card	600824
NBK1768	hyper-card	600858
NBK1768	hyper-card	600958
NBK1768	hyper-card	602743
NBK1768	hyper-card	604488
NBK1768	hyper-card	605602
NBK1768	hyper-card	608751
NBK1768	hyper-card	608758
NBK1768	hyper-card	612098
NBK1768	hyper-card	613121
NBK1768	hyper-card	613838
NBK1768	hyper-card	613874
NBK1768	hyper-card	613876
NBK1769	hsan4	191315
NBK1769	hsan4	256800
NBK1827	spg8	603563
NBK1827	spg8	610657
NBK1828	ml2	252500
NBK1828	ml2	607840
NBK1874	vldlr-ch	192977
NBK1874	vldlr-ch	224050
NBK1875	ml3a	252600
NBK1875	ml3a	607840
NBK1876	cmtx5	311070
NBK1876	cmtx5	311850
NBK1878	donnai	222448
NBK1878	donnai	600073
NBK1967	vmcm	600195
NBK1967	vmcm	600221
NBK1973	prs	300661
NBK1973	prs	311850
NBK1974	majeed	605519
NBK1974	majeed	609628
NBK2534	flnb-dis	108720
NBK2534	flnb-dis	108721
NBK2534	flnb-dis	112310
NBK2534	flnb-dis	150250
NBK2534	flnb-dis	272460
NBK2534	flnb-dis	603381
NBK2587	hypo-mcc	610531
NBK2587	hypo-mcc	610532
NBK2591	arts	301835
NBK2591	arts	311850
NBK2594	sma-xli	301830
NBK2594	sma-xli	314370
NBK2689	myh9	153640
NBK2689	myh9	153650
NBK2689	myh9	155100
NBK2689	myh9	160775
NBK2689	myh9	605249
NBK2690	csc-dys	125255
NBK2690	csc-dys	610048
NBK2692	ph2	260000
NBK2692	ph2	604296
NBK3789	hrpt2	145000
NBK3789	hrpt2	145001
NBK3789	hrpt2	607393
NBK3789	hrpt2	608266
NBK3794	creatine	300036
NBK3794	creatine	300352
NBK3794	creatine	601240
NBK3794	creatine	602360
NBK3795	sca-io	271245
NBK3795	sca-io	606075
NBK3821	wagner	118661
NBK3821	wagner	143200
NBK3822	xl-nystag	300628
NBK3822	xl-nystag	310700
NBK3823	dupl22q11	608363
NBK4144	wfs	222300
NBK4144	wfs	600965
NBK4144	wfs	606201
NBK5188	chediak-higashi	214500
NBK5188	chediak-higashi	606897
NBK5189	chrom17-lis	247200
NBK5189	chrom17-lis	601545
NBK5189	chrom17-lis	607432
NBK5192	tef-ov	133520
NBK5192	tef-ov	146510
NBK5192	tef-ov	164280
NBK5192	tef-ov	164840
NBK5192	tef-ov	165240
NBK5192	tef-ov	184429
NBK5192	tef-ov	189960
NBK5192	tef-ov	214800
NBK5192	tef-ov	227645
NBK5192	tef-ov	227646
NBK5192	tef-ov	227650
NBK5192	tef-ov	300000
NBK5192	tef-ov	300514
NBK5192	tef-ov	300515
NBK5192	tef-ov	300552
NBK5192	tef-ov	600185
NBK5192	tef-ov	600901
NBK5192	tef-ov	602774
NBK5192	tef-ov	602956
NBK5192	tef-ov	603467
NBK5192	tef-ov	605724
NBK5192	tef-ov	605882
NBK5192	tef-ov	607139
NBK5192	tef-ov	608111
NBK5192	tef-ov	608892
NBK5192	tef-ov	609053
NBK5192	tef-ov	609054
NBK5192	tef-ov	609644
NBK5192	tef-ov	610355
NBK5192	tef-ov	610832
NBK5192	tef-ov	611360
NBK5192	tef-ov	613278
NBK5192	tef-ov	613390
NBK5192	tef-ov	613897
NBK5192	tef-ov	613899
NBK5192	tef-ov	613951
NBK5192	tef-ov	613976
NBK5192	tef-ov	613984
NBK5192	tef-ov	614082
NBK5192	tef-ov	614083
NBK5192	tef-ov	614087
NBK5192	tef-ov	615272
NBK5192	tef-ov	6009071
NBK5200	cutis-laxa	219200
NBK5200	cutis-laxa	278250
NBK5200	cutis-laxa	611716
NBK5201	fbln5-cutis-laxa	219100
NBK5201	fbln5-cutis-laxa	604580
NBK5201	fbln5-cutis-laxa	614434
NBK5299	myodef-sda	255125
NBK5299	myodef-sda	611911
NBK5300	apbd	263570
NBK5300	apbd	607839
NBK5313	cda1	224120
NBK5313	cda1	607465
NBK5313	cda1	615626
NBK5313	cda1	615631
NBK5941	gsd6	232700
NBK5942	tardbp-als	605078
NBK5942	tardbp-als	612069
NBK6803	sucla2-def	603921
NBK6803	sucla2-def	612073
NBK6816	vlcad	201475
NBK6816	vlcad	609575
NBK6852	pdc	266150
NBK6852	pdc	608786
NBK7014	von-willebrand	193400
NBK7014	von-willebrand	277480
NBK7014	von-willebrand	613160
NBK7014	von-willebrand	613554
NBK7040	dguok-mtddepl	251880
NBK7040	dguok-mtddepl	601465
NBK7041	microph-lsd	300056
NBK7041	microph-lsd	309801
NBK7046	col4a1-dis	120130
NBK7046	col4a1-dis	175780
NBK7046	col4a1-dis	607595
NBK7046	col4a1-dis	611773
NBK7047	diamond-b	105650
NBK7047	diamond-b	180468
NBK7047	diamond-b	180472
NBK7047	diamond-b	305371
NBK7047	diamond-b	602412
NBK7047	diamond-b	603474
NBK7047	diamond-b	603632
NBK7047	diamond-b	603633
NBK7047	diamond-b	603634
NBK7047	diamond-b	603658
NBK7047	diamond-b	603701
NBK7047	diamond-b	603704
NBK7047	diamond-b	604174
NBK7047	diamond-b	604175
NBK7047	diamond-b	606129
NBK7047	diamond-b	610629
NBK7047	diamond-b	612527
NBK7047	diamond-b	612528
NBK7047	diamond-b	612561
NBK7047	diamond-b	612562
NBK7047	diamond-b	612563
NBK7047	diamond-b	613308
NBK7047	diamond-b	613309
NBK7047	diamond-b	614900
NBK7047	diamond-b	615550
NBK7047	diamond-b	615909
NBK7050	feingold	164280
NBK7050	feingold	164840
NBK8828	spondylocostal-d	277300
NBK8828	spondylocostal-d	602576
NBK8828	spondylocostal-d	602768
NBK8828	spondylocostal-d	605195
NBK8828	spondylocostal-d	608059
NBK8828	spondylocostal-d	608681
NBK8828	spondylocostal-d	609813
NBK9587	microcephaly	181590
NBK9587	microcephaly	210600
NBK9587	microcephaly	251200
NBK9587	microcephaly	601215
NBK9587	microcephaly	603368
NBK9587	microcephaly	604124
NBK9587	microcephaly	604317
NBK9587	microcephaly	604321
NBK9587	microcephaly	604804
NBK9587	microcephaly	605481
NBK9587	microcephaly	606605
NBK9587	microcephaly	606744
NBK9587	microcephaly	607117
NBK9587	microcephaly	608201
NBK9587	microcephaly	608393
NBK9587	microcephaly	608664
NBK9587	microcephaly	608684
NBK9587	microcephaly	608716
NBK9587	microcephaly	609173
NBK9587	microcephaly	609279
NBK9587	microcephaly	611423
NBK9587	microcephaly	612703
NBK9587	microcephaly	613529
NBK9587	microcephaly	613583
NBK9587	microcephaly	613676
NBK9587	microcephaly	613823
NBK9587	microcephaly	614673
NBK9587	microcephaly	614724
NBK9587	microcephaly	614728
NBK9587	microcephaly	614851
NBK9587	microcephaly	614852
NBK9673	pc-hypo-p	225753
NBK9673	pc-hypo-p	277470
NBK9673	pc-hypo-p	608755
NBK9673	pc-hypo-p	610204
NBK9674	me-ataxia	608500
NBK9674	me-ataxia	612437
NBK11167	del16p11_2	611913
NBK11168	geleophys-dysp	134797
NBK11168	geleophys-dysp	231050
NBK11168	geleophys-dysp	612277
NBK11168	geleophys-dysp	614185
NBK20221	zap70-scid	176947
NBK20221	zap70-scid	269840
NBK21138	tourette	137580
NBK21138	tourette	609678
NBK22301	dkc	127550
NBK22301	dkc	187270
NBK22301	dkc	224230
NBK22301	dkc	300126
NBK22301	dkc	305000
NBK22301	dkc	602322
NBK22301	dkc	604319
NBK22301	dkc	606470
NBK22301	dkc	606471
NBK22301	dkc	612661
NBK22301	dkc	613988
NBK22925	catsper-mi	606389
NBK22925	catsper-mi	606440
NBK22925	catsper-mi	607249
NBK22925	catsper-mi	611102
NBK22925	catsper-mi	612997
NBK23758	tar	274000
NBK23758	tar	605313
NBK24599	alk-nbs	105590
NBK24599	alk-nbs	613014
NBK24676	mdel17q21_31	610443
NBK24676	mdel17q21_31	612452
NBK24701	ml3c	252605
NBK24701	ml3c	607838
NBK25442	ea1	160120
NBK25442	ea1	176260
NBK25507	higes	102582
NBK25507	higes	147060
NBK25565	ccfdn	604168
NBK25565	ccfdn	604927
NBK26372	gsd3	232400
NBK26372	gsd3	610860
NBK26373	thctd	300095
NBK26373	thctd	300523
NBK26468	ataxia-telangiectas	208900
NBK26468	ataxia-telangiectas	607585
NBK26471	alpers	157640
NBK26471	alpers	174763
NBK26471	alpers	203700
NBK26471	alpers	258450
NBK26471	alpers	607459
NBK26472	pink1-pd	605909
NBK26472	pink1-pd	608309
NBK32533	carasil	600142
NBK32533	carasil	602194
NBK32534	bfns	121200
NBK32534	bfns	602235
NBK32534	bfns	613720
NBK43417	lbsl	610956
NBK43417	lbsl	611105
NBK43797	aec	106260
NBK43797	aec	603273
NBK45014	cmt-dib	602378
NBK45014	cmt-dib	606482
NBK45015	mono7-mds	252270
NBK45316	spondylothor-d	605195
NBK45978	spg3a	182600
NBK45978	spg3a	606439
NBK47027	perry	168605
NBK47027	perry	601143
NBK47079	kleefstra	607001
NBK47079	kleefstra	610253
NBK47312	legius	609291
NBK47312	legius	611431
NBK47457	cebpa-aml	116897
NBK47457	cebpa-aml	601626
NBK49247	hsan2	201300
NBK49247	hsan2	601255
NBK49247	hsan2	605232
NBK49247	hsan2	613114
NBK49247	hsan2	613115
NBK49247	hsan2	614213
NBK50780	mdel15q13_3	612001
NBK51671	gale-def	230350
NBK51671	gale-def	606953
NBK51754	nsdhl-dis	300275
NBK51754	nsdhl-dis	300831
NBK51754	nsdhl-dis	308050
NBK51784	args-aciduria	207900
NBK51784	args-aciduria	608310
NBK52764	rasa1-rel-dis	139150
NBK52764	rasa1-rel-dis	608354
NBK52764	rasa1-rel-dis	608355
NBK52787	mdel1q21_1	612474
NBK52917	ciss	272430
NBK52917	ciss	604237
NBK52917	ciss	607672
NBK52917	ciss	610313
NBK53700	hyper-nfj2	179820
NBK53700	hyper-nfj2	613092
NBK54467	efemp2-cutis-laxa	604633
NBK54467	efemp2-cutis-laxa	614437
NBK54582	sca28	604581
NBK54582	sca28	610246
NBK55061	gsd9	172471
NBK55061	gsd9	172490
NBK55061	gsd9	261750
NBK55061	gsd9	300798
NBK55061	gsd9	306000
NBK55061	gsd9	311870
NBK55062	x-dcdp	300205
NBK55062	x-dcdp	302960
NBK55063	bofs	107580
NBK55063	bofs	113620
NBK56080	fahn	611026
NBK56080	fahn	612319
NBK57098	dfnx1	304500
NBK57098	dfnx1	311850
NBK62111	kabuki	147920
NBK62111	kabuki	300128
NBK62111	kabuki	300867
NBK62111	kabuki	602113
NBK62112	cd-chst3	143095
NBK62112	cd-chst3	603799
NBK63582	scad	201470
NBK63582	scad	606885
NBK65707	pha2	601844
NBK65707	pha2	605232
NBK65707	pha2	614491
NBK65707	pha2	614492
NBK83297	salih-myo	188840
NBK83297	salih-myo	611705
NBK83985	rickets-xlh	300550
NBK83985	rickets-xlh	307800
NBK84111	adamtsl4-eyes	225100
NBK84111	adamtsl4-eyes	225200
NBK84111	adamtsl4-eyes	610113
NBK84112	dnmt1-ddsn	126375
NBK84112	dnmt1-ddsn	614116
NBK84258	mdel15q24	613406
NBK84399	prss1-hp	167800
NBK84399	prss1-hp	276000
NBK84550	chh	157660
NBK84550	chh	250250
NBK84550	chh	250460
NBK84550	chh	607095
NBK84551	cdsp	212140
NBK84551	cdsp	603377
NBK91457	bietti-cd	210370
NBK91457	bietti-cd	608614
NBK92946	propionic-a	232000
NBK92946	propionic-a	232050
NBK92946	propionic-a	606054
NBK92947	mpv17-mtdep	137960
NBK92947	mpv17-mtdep	256810
NBK97260	hhhs	238970
NBK97260	hhhs	603861
NBK97333	mdef-cmd	156225
NBK97333	mdef-cmd	253900
NBK97333	mdef-cmd	254100
NBK97333	mdef-cmd	607855
NBK97965	ipa	102200
NBK97965	ipa	219090
NBK97965	ipa	600634
NBK97965	ipa	605555
NBK99167	pol3-leuk	607694
NBK99167	pol3-leuk	614258
NBK99167	pol3-leuk	614366
NBK99167	pol3-leuk	614381
NBK99168	caffey	114000
NBK99168	caffey	120150
NBK99494	dent	300008
NBK99494	dent	300009
NBK99494	dent	300535
NBK99494	dent	300555
NBK99495	proteus	164730
NBK99495	proteus	176920
NBK99496	cgd	233690
NBK99496	cgd	233700
NBK99496	cgd	233710
NBK99496	cgd	300481
NBK99496	cgd	306400
NBK99496	cgd	601488
NBK99496	cgd	608508
NBK99496	cgd	608512
NBK99496	cgd	608515
NBK99496	cgd	613960
NBK100238	aprt-def	102600
NBK100238	aprt-def	614723
NBK100239	hdls	164770
NBK100239	hdls	221820
NBK100240	pitt-hopkins	602272
NBK100240	pitt-hopkins	610954
NBK100241	hmdpc	611146
NBK100241	hmdpc	613280
NBK100664	df-lamm	164950
NBK100664	df-lamm	610706
NBK100826	epp-ar	177000
NBK100826	epp-ar	612386
NBK107219	maps	604933
NBK107219	maps	608456
NBK114458	fhs	136140
NBK114458	fhs	611421
NBK114459	ano5-md	608662
NBK114459	ano5-md	611307
NBK114459	ano5-md	613319
NBK114628	tk2-mtddepl	188250
NBK114628	tk2-mtddepl	609560
NBK114805	rotor	237450
NBK114805	rotor	604843
NBK114805	rotor	605495
NBK114806	kat6b-dis	603736
NBK114806	kat6b-dis	605880
NBK114806	kat6b-dis	606170
NBK114807	hcp	121300
NBK114807	hcp	612732
NBK115333	gsd4	232500
NBK115333	gsd4	607839
NBK121283	porphyria-var	176200
NBK121283	porphyria-var	600923
NBK121284	epp-xl	300752
NBK121284	epp-xl	301300
NBK131810	stsl	210250
NBK131810	stsl	605459
NBK131810	stsl	605460
NBK131811	coffin-siris	135900
NBK131811	coffin-siris	601607
NBK131811	coffin-siris	603024
NBK131811	coffin-siris	603111
NBK131811	coffin-siris	603254
NBK131811	coffin-siris	614556
NBK143129	porphyria-ct	176100
NBK143129	porphyria-ct	613521
NBK144284	snyder-robinson	300105
NBK144284	snyder-robinson	309583
NBK148668	mps4a	253000
NBK148668	mps4a	612222
NBK148820	weaver	277590
NBK148820	weaver	601573
NBK153601	cmt4h	609311
NBK153601	cmt4h	611104
NBK153722	pik3ca-overgrowth	171834
NBK153722	pik3ca-overgrowth	602501
NBK153722	pik3ca-overgrowth	612918
NBK153723	mckd1	158340
NBK153723	mckd1	174000
NBK154138	urofacial	236730
NBK154138	urofacial	608869
NBK154138	urofacial	613469
NBK154138	urofacial	615112
NBK154378	otc-def	300461
NBK154378	otc-def	311250
NBK154652	cep	263700
NBK154652	cep	305371
NBK154652	cep	606938
NBK154653	ce-dysp	218330
NBK154653	ce-dysp	606045
NBK154653	ce-dysp	608151
NBK154653	ce-dysp	613602
NBK154653	ce-dysp	613610
NBK154653	ce-dysp	614068
NBK154653	ce-dysp	614099
NBK154653	ce-dysp	614378
NBK164500	gm1-ganglio	230500
NBK164500	gm1-ganglio	230600
NBK164500	gm1-ganglio	230650
NBK164500	gm1-ganglio	253010
NBK164500	gm1-ganglio	611458
NBK169003	hep	176100
NBK169003	hep	613521
NBK169431	cmt4j	609390
NBK169431	cmt4j	611228
NBK169615	bgd-biotin	606152
NBK169615	bgd-biotin	607483
NBK169825	cask-dis	300172
NBK169825	cask-dis	300749
NBK174451	pomc-def	176830
NBK174451	pomc-def	609734
NBK174452	miccap-ms	606247
NBK174452	miccap-ms	614261
NBK174884	hyperchol	107730
NBK174884	hyperchol	143890
NBK174884	hyperchol	144010
NBK174884	hyperchol	603776
NBK174884	hyperchol	606945
NBK174884	hyperchol	607786
NBK185066	nkx2-1-dis	118700
NBK185066	nkx2-1-dis	600635
NBK185066	nkx2-1-dis	610978
NBK185329	mt-mpan	614297
NBK185329	mt-mpan	614298
NBK185330	hmerf	188840
NBK185330	hmerf	603689
NBK190101	pancreatitis-ov	114840
NBK190101	pancreatitis-ov	114850
NBK190101	pancreatitis-ov	167790
NBK190101	pancreatitis-ov	167800
NBK190101	pancreatitis-ov	243800
NBK190101	pancreatitis-ov	260400
NBK190101	pancreatitis-ov	276000
NBK190101	pancreatitis-ov	300520
NBK190101	pancreatitis-ov	601199
NBK190101	pancreatitis-ov	601405
NBK190101	pancreatitis-ov	602421
NBK190101	pancreatitis-ov	605981
NBK190101	pancreatitis-ov	607444
NBK190101	pancreatitis-ov	609812
NBK190101	pancreatitis-ov	612346
NBK190102	epb42-spherocytosis	177070
NBK190102	epb42-spherocytosis	612690
NBK190103	image	600856
NBK190103	image	614732
NBK195853	megdel	614725
NBK195853	megdel	614739
NBK195854	rrm2b-mtddepl	604712
NBK195854	rrm2b-mtddepl	612075
NBK195854	rrm2b-mtddepl	613077
NBK196157	pp-blastoma	138800
NBK196157	pp-blastoma	601200
NBK196157	pp-blastoma	606241
NBK201365	short	171833
NBK201365	short	269880
NBK201366	cmt2c	113500
NBK201366	cmt2c	156530
NBK201366	cmt2c	168400
NBK201366	cmt2c	181405
NBK201366	cmt2c	184095
NBK201366	cmt2c	184252
NBK201366	cmt2c	600175
NBK201366	cmt2c	605427
NBK201366	cmt2c	606071
NBK201366	cmt2c	606845
NBK201978	kcnq3-dis	121201
NBK201978	kcnq3-dis	602232
NBK208534	apoe-leu167del	107741
NBK208534	apoe-leu167del	269600
NBK214367	mf-dys-mic	603892
NBK214367	mf-dys-mic	610536
NBK220444	dld-def	238331
NBK220444	dld-def	246900
NBK231880	sca36	614153
NBK231880	sca36	614154
NBK236968	exosc3-pc-hypo-p	606489
NBK236968	exosc3-pc-hypo-p	614678
NBK242617	perrault	233400
NBK242617	perrault	600783
NBK242617	perrault	601119
NBK242617	perrault	601860
NBK242617	perrault	604544
NBK242617	perrault	614129
NBK242617	perrault	614926
NBK242617	perrault	615300
NBK246980	cantu	239850
NBK246980	cantu	600935
NBK246980	cantu	601439
NBK247161	pnpla6-dis	212840
NBK247161	pnpla6-dis	215470
NBK247161	pnpla6-dis	603197
NBK247161	pnpla6-dis	612020
NBK247162	barth	300394
NBK247162	barth	302060
